id,domanda,risposta_a,risposta_b,risposta_c,risposta_d,corretta,macrocategoria,is_situazionale,efficace_alta,efficace_neutra,efficace_bassa,created_at,deleted_globally,risposta_e
1778790458591-5,Vi candidate a ricoprire un ruolo per il quale esistono diversi candidati. Come presentarvi e quali punti mettere in evidenza per prevalere sugli altri.,Esponi al Capo del Personale che tu hai qualità e professionalità decisamente superiori agli altri.,Metterai in risalto la tua affidabilità e capacità di gestire i collaboratori. Mostrerai lo storico dei tuoi risultati conseguiti e la capacità di affrontare difficoltà.,Dovete anzitutto prendere informazioni sul ruolo che andrete a ricoprire. In prima analisi dovrete mettere in evidenza quelle che sono le vostre caratteristiche che meglio corrispondono alle richieste del profilo. Dovrete mettere in evidenza solo quei risultati conseguiti che coincidono con quelli del ruolo. Particolare enfasi dovrà essere data al vostro ruolo di gestore ed alla capacità di conseguire gli obiettivi assegnati illustrandone altresì il metodo seguito.,,,Situazionali,true,C,B,A,2026-05-15 21:10:33.313064,false,
1778790458592-6,"Al vostro ufficio è stato attribuito un progetto relativo ad un tema che tu stai coltivando e sostenendo da diverso tempo. Sai che il tuo Dirigente superiore, parlandone in maniera informale nel passato, ha dei preconcetti verso la tua soluzione. Quale strategia intendi intraprendere per far sì che quest'ultima superi le resistenze del capo gerarchico?","Chiedo un appuntamento al mio Dirigente e gli chiedo di dirmi con franchezza cosa non gli piace del mio progetto. In base alle sue risposte, che dichiari di comprendere, metti in evidenza su quali elementi le sue obiezioni possono essere superate con l'obiettivo di uscire dall'ufficio con la sua piena condivisione.","Prendo un appuntamento e, andando a memoria, mi preparo sulle sue possibili obiezioni. In base a quanto alla fine mi dirà prendo le mie decisioni al riguardo.",Gli presento il progetto evidenziando quei punti di forza che già gli avevo ribadito in precedenza in modo da fargli capire che allora aveva torto.,,,Situazionali,true,A,B,C,2026-05-15 21:10:33.313064,false,
1778790458592-7,"Quando ti capita di attraversare un momento particolarmente stressante, quali accorgimenti adotti?","Cerco sostegno negli altri, oltre ad utilizzare strumenti che mi aiutino nella pianificazione e nella definizione delle priorità.",Mi dedico alla meditazione.,Generalmente ritengo che ci sia un sovraccarico di lavoro per il quale provo a chiedere delle unità di personale in più.,,,Situazionali,true,A,B,C,2026-05-15 21:10:33.313064,false,
1778790466083-10,"Il procedimento amministrativo è l’insieme di una pluralità di atti, susseguenti e diversi tra loro. Il ricorso e la denuncia sono propri:",Entrambi della fase istruttoria.,Entrambi della fase d'iniziativa.,Rispettivamente della fase dell’iniziativa (ricorso) e dell’istruttoria (denuncia).,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-11,A norma di quanto dispone l'art. 55-septies del D.Lgs. n. 165/2001 in quale caso il controllo sulle assenze per malattia è in ogni caso richiesto sin dal primo giorno?,Solo quando l'assenza si verifica nella giornata precedente a quelle non lavorative.,Solo quando l'assenza si verifica nelle giornate successive a quelle non lavorative.,Quando l'assenza si verifica nelle giornate precedenti o successive a quelle non lavorative.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-12,"Le attività di informazione e di comunicazione istituzionale di cui alla legge n. 150/2000 sono soggette ai limiti imposti in materia di pubblicità, sponsorizzazioni e offerte al pubblico?","Si, alla stregua di tutte le attività di informazione e di comunicazione.","Si, ma solo se le attività di informazione e di comunicazione istituzionale sono messe in onda da reti private.","No, non sono soggette ai limiti imposti in materia di pubblicità, sponsorizzazioni e offerte al pubblico.",,C,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-13,"Ai sensi degli articoli 6-9 della legge n. 150/2000, quali sono le strutture previste per l'attività di informazione e di comunicazione delle pubbliche amministrazioni?","Portavoce, Urp, ufficio stampa.","Ordine dei giornalisti, cabina di regia ministeriale, comitato dei probiviri.","Consiglio nazionale dei giornalisti, Dipartimento per l'editoria e l'informazione della Presidenza del Consiglio dei ministri.",,A,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-14,"Ai sensi dell'art. 12, co. 1, della legge n. 150/2000, il Dipartimento per l'informazione e l'editoria, sulla base dei programmi presentati dalle amministrazioni statali, predispone ogni anno:",Il piano di comunicazione.,Il piano marketing.,Il cronoprogramma delle comunicazioni digitale pianificate mensilmente.,,A,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-20,"Continuare la sequenza: IMPORTANTE, RILEVANTE, ...","RAGGUARDEVOLE, RIMARCABILE.","SALIENTE, CONVENZIONALE.","RIMARCHEVOLE, GLABRO.",,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-21,"Una frase è stata divisa in cinque parti, che successivamente sono state mescolate e che di seguito sono proposte in ordine casuale: [ 1) il cielo grigio carico / 2) che sembrarono lunghissimi, / 3) Per alcuni minuti, / 4) Luca guardò con stupore / 5) di pioggia. ]. Ricomporre correttamente la frase.",1); 5); 2); 3); 4).,3); 2); 4); 1); 5).,4); 5); 2); 1); 3).,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-22,"Quale delle seguenti parole conserva senso compiuto se preceduta dalle lettere C, M, S, T, V ?",Asta.,Anta.,Isso.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-23,Quali lettere non inserirebbe al posto degli spazi per ottenere una parola di senso compiuto ed uso corrente? L_M_.,I - A.,O - U.,A - A.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-24,'Lenza' sta a 'Pesca' come '..?..' sta a '..?..'.,Pittura - Acquarello.,Pennello - Filatelia.,Rastrello - Giardinaggio.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-25,Individuare il termine che completa logicamente la proporzione. 'tastato' sta a 'tatuato' come 'ribalte' sta a ..?..,Risorte.,Revoche.,Rivolte.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-26,"Il triplo di quale numero, aumentato di 46, è uguale a 400?",138.,128.,118.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-27,"Carlo ha 6 anni e suo fratello 8, lo zio ha 38 anni in più di Carlo. Quando lo zio avrà 51 anni quale età avranno Carlo e suo fratello?",Carlo 12 anni e il fratello 14 anni.,Carlo 15 anni e il fratello 17 anni.,Carlo 13 anni e il fratello 15 anni.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-28,"Quale strumento quantitativo, in netta espansione, permette di rendere la comunicazione pubblica più funzionale?",Policy-making.,Cloud computing.,Big data.,,C,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-29,'Utilizzare le nuove tecnologie per aumentare la partecipazione al processo democratico'. È la definizione che la Commissione europea ha dato:,Della teoria della spirale del silenzio di Elisabeth Noelle-Neumann.,Dell’agenda setting.,Dell’e-government.,,C,Teoria_Comunicazione,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-3,Ogni trattamento di dati personali deve avvenire nel rispetto dei principi fissati all'art. 5 del Regolamento (UE) 2016/679. In applicazione del principio di 'integrità e riservatezza' i dati personali sono:,"Trattati in modo lecito, corretto e trasparente nei confronti dell'interessato.","Esatti e, se necessario, aggiornati; devono essere adottate tutte le misure ragionevoli per cancellare o rettificare tempestivamente i dati inesatti rispetto alle finalità per le quali sono trattati.","Trattati in maniera da garantire un'adeguata sicurezza dei dati personali, compresa la protezione, mediante misure tecniche e organizzative adeguate, da trattamenti non autorizzati o illeciti e dalla perdita, dalla distruzione o dal danno accidentali.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-8,In quale scheda della barra multifunzione si può aggiungere una tabella ad un documento di Microsoft Word?,Disegno.,Inserisci.,Revisione.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778790466083-9,"A norma del disposto di cui al comma 2, dell’art. 18 della legge n. 241/1990, i documenti attestanti atti, fatti, qualità e stati soggettivi, necessari per l'istruttoria del procedimento:","Se necessari all’erogazione di benefici economici comunque denominati, devono essere comprovati dall’istante mediante la produzione di documenti originali comprovanti i requisiti oggettivi.","Devono essere sempre richiesti dall’amministrazione procedente direttamente agli interessati, in quanto non possono essere acquisiti d'ufficio.","Sono acquisiti d'ufficio quando sono in possesso dell'amministrazione procedente, ovvero sono detenuti, istituzionalmente, da altre pubbliche amministrazioni. L'amministrazione procedente può richiedere agli interessati i soli elementi necessari per la ricerca dei documenti.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-30,"Quale tipologia di comunicazione incarna una funzione di governo, rientrando tra i suoi compiti quelli di fare informazione, ascoltare e rispondere alle richieste dei cittadini?",Pubblica.,Privata.,Confidenziale.,,A,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-31,"Nella redazione di un comunicato stampa, cosa si intende per 'cartella' editoriale e di quanti caratteri solitamente è composta?","Una 'cartella' editoriale è un foglio protocollo, composta tradizionalmente di 6.000 battute, pari a 1.500 a pagina.","Una 'cartella' editoriale è la pagina standard con avanti e retro (doppia facciata), composta tradizionalmente di 3.600 battute, suddivise in 60 righe da 60 battute ognuna.","Una 'cartella' editoriale è la pagina standard, composta tradizionalmente di 1.800 battute, suddivise in 30 righe da 60 battute ognuna.",,C,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-32,"Nello scrivere un articolo o un comunicato stampa si consiglia di scrivere in modo che le informazioni più importanti siano all’inizio, poi quelle meno importanti, fino a quelle di cui si può fare a meno. Come si chiama di solito tale tecnica?",Giraffa.,Imbuto.,Piramide rovesciata.,,C,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-33,"Da cosa è composta una rassegna stampa, spesso realizzata in ambito di ufficio stampa o da strutture esterne specializzate ma sempre per conto di un ufficio stampa tradizionale cartacea?",Dalle sole interviste rilasciate dai vertici dell’ente/organizzazione.,Dai ritagli degli articoli pubblicati sui giornali.,Dalla raccolta dei comunicati stampa.,,B,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-35,Con quale termine è identificato il programma che accede nel web attraverso lo stesso tipo di canali utilizzati dagli utenti e può inviare più messaggi in una chat per sostenere un’ideologia o diffamare un ente?,Lead.,Bot.,Meme.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-40,Complete the sentence by using one of the options given: 'Paul really liked the new book he bought. He didn't know what was going to happen ________'.,Before.,Next.,Later.,,B,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-41,Complete the sentence by using one of the options given: 'There ________ some books and CDs on the desk'.,Being.,Is.,Are.,,C,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-42,"Nella stesura di un comunicato stampa, qual è la grandezza ideale del 'corpo' da utilizzare per il testo?",24 o 28.,18 o 20.,12 o 14.,,C,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-48,Con quale termine si indica la diffusione di una quantità eccessiva di informazioni che determina disorientamento nell’utenza?,Junkmail.,Infodemia.,Spamming.,,B,Teoria_Comunicazione,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-49,"Ai sensi dell'art. 1, co. 4, lettera c, della legge n. 150/2000, le attività di informazione e comunicazione istituzionale sono volte a conseguire:","La comunicazione esterna rivolta ai soli cittadini, con esclusione delle collettività e degli altri enti attraverso ogni modalità tecnica ed organizzativa.",La comunicazione interna realizzata nell'ambito di ciascun ente.,"L'informazione ai dipendenti, attraverso newsletter, audiovisivi e strumenti telematici.",,B,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
1778790466084-50,"Ai sensi dell'art. 1, co. 5, della legge n. 150/2000, le attività di informazione e di comunicazione delle pubbliche amministrazioni sono, in particolare, finalizzate a:","Favorire processi interni di semplificazione delle procedure e di modernizzazione degli apparati, nonché la conoscenza dell'avvio e del percorso dei procedimenti amministrativi.",Agevolare l'entità e i percorsi procedurali dei procedimenti amministrativi per il personale interno.,"Favorire processi interni di semplificazione delle procedure e di modernizzazione degli apparati, ma non della conoscenza dell'avvio e del percorso dei procedimenti amministrativi.",,A,Comunicazione_Istituzionale,false,,,,2026-05-15 21:10:33.313064,false,
